sub_ux_id,user_id,ux_start_date,ux_end_date,sub_type,download_id,date,datetime,user_id,session_id,resource_id,career_id,country_id
21492306,12939243,2023-06-24,2023-07-23,2,1571121024,2023-07-21,2023-07-21 00:09:44,12939243,p35hi5jo1f7duhtdeoov5m2ct3-0,2307827,40,12
21492321,13716574,2023-06-24,2023-07-23,2,1571118010,2023-07-21,2023-07-21 00:00:18,13716574,mdeassvnvl21ip3d3r4sdlsu8q-0,2475211,40,12
21492400,15470091,2023-06-24,2023-07-23,2,1571119260,2023-07-21,2023-07-21 00:04:15,15470091,vlis490l3c7pd2h3a0c7l79eft-0,1702226,125,12
21492400,15470091,2023-06-24,2023-07-23,2,1571119328,2023-07-21,2023-07-21 00:04:27,15470091,vlis490l3c7pd2h3a0c7l79eft-0,6518347,125,12
21492493,11520580,2023-06-24,2023-07-23,2,1571122780,2023-07-21,2023-07-21 00:15:14,11520580,nm8s245e67vq11id3hfkjr8ag8-0,6758143,735,12
21492555,8172046,2023-06-24,2023-07-23,2,1571121466,2023-07-21,2023-07-21 00:11:10,8172046,idaq36t1os91emfhm0kpejh1r7-0,6594430,245,12
21492557,8323256,2023-06-24,2023-07-23,2,1571122457,2023-07-21,2023-07-21 00:14:17,8323256,lvbcg50atpcpuopcg7179v710c-0,2041210,735,12
21492557,8323256,2023-06-24,2023-07-23,2,1571123003,2023-07-21,2023-07-21 00:15:56,8323256,lvbcg50atpcpuopcg7179v710c-0,2106911,735,12
21492557,8323256,2023-06-24,2023-07-23,2,1571124501,2023-07-21,2023-07-21 00:20:17,8323256,lvbcg50atpcpuopcg7179v710c-0,4510317,735,12
21492629,5722157,2023-06-24,2023-07-23,2,1571129387,2023-07-21,2023-07-21 00:34:07,5722157,ho4cinnlmernvrtvpqdtfoe0qs-0,3234621,40,12
21492832,13759329,2023-06-24,2023-07-23,2,1571119722,2023-07-21,2023-07-21 00:05:42,13759329,i54q3iqbm1ai3d2u9m3h48ldti-0,4091059,735,12
21492832,13759329,2023-06-24,2023-07-23,2,1571120010,2023-07-21,2023-07-21 00:06:37,13759329,i54q3iqbm1ai3d2u9m3h48ldti-0,4803913,735,12
21492832,13759329,2023-06-24,2023-07-23,2,1571120482,2023-07-21,2023-07-21 00:08:07,13759329,i54q3iqbm1ai3d2u9m3h48ldti-0,6833443,735,12
21492938,496209,2023-06-24,2023-07-23,2,1571134968,2023-07-21,2023-07-21 00:50:46,496209,atjobv40pd8bfa3en854m71sq0-0,1335775,735,12
21493099,8083705,2023-06-24,2023-07-23,2,1571129688,2023-07-21,2023-07-21 00:34:55,8083705,i14f68vqkj7u9co5k1fhk4760p-0,133745,125,12
21493100,10565252,2023-06-24,2023-07-23,2,1571132551,2023-07-21,2023-07-21 00:43:06,10565252,2jkmcau3drno3acsj66kj4uavq-0,6712909,245,12
21493195,4206678,2023-06-24,2023-07-23,2,1571120145,2023-07-21,2023-07-21 00:07:06,4206678,5s1q089c64hreaa42t6k8pmaco-0,749032,735,12
21493197,5621842,2023-06-24,2023-07-23,2,1571120448,2023-07-21,2023-07-21 00:08:02,5621842,rd8h76m22j99hfn5ivdr1vi0b6-0,117549,781,12
21493197,5621842,2023-06-24,2023-07-23,2,1571120724,2023-07-21,2023-07-21 00:08:54,5621842,rd8h76m22j99hfn5ivdr1vi0b6-0,1593635,781,12
21493216,5859785,2023-06-24,2023-07-23,2,1571125917,2023-07-21,2023-07-21 00:24:09,5859785,ep2923ckebetfji1vam4ipa9ku-0,195012,40,12
21493216,5859785,2023-06-24,2023-07-23,2,1571126166,2023-07-21,2023-07-21 00:24:49,5859785,ep2923ckebetfji1vam4ipa9ku-0,1719580,40,12
21493295,8715015,2023-06-24,2023-07-23,2,1571118050,2023-07-21,2023-07-21 00:00:24,8715015,n8ocirq8kslhbsb97ncfc40h89-0,1866471,40,12
21493295,8715015,2023-06-24,2023-07-23,2,1571118258,2023-07-21,2023-07-21 00:01:03,8715015,n8ocirq8kslhbsb97ncfc40h89-0,1781308,40,12
21493295,8715015,2023-06-24,2023-07-23,2,1571118430,2023-07-21,2023-07-21 00:01:37,8715015,n8ocirq8kslhbsb97ncfc40h89-0,1679262,40,12
21493295,8715015,2023-06-24,2023-07-23,2,1571118465,2023-07-21,2023-07-21 00:01:42,8715015,n8ocirq8kslhbsb97ncfc40h89-0,140209,40,12
21493348,7256852,2023-06-24,2023-07-23,2,1571121514,2023-07-21,2023-07-21 00:11:21,7256852,g044b2q62qhr4cpfsli024jsph-0,3212373,247,12
21493659,8259273,2023-06-24,2023-07-23,2,1571132440,2023-07-21,2023-07-21 00:42:45,8259273,pol5dqjs32hm82v2slt9drop3h-0,1892011,735,12
21493659,8259273,2023-06-24,2023-07-23,2,1571132477,2023-07-21,2023-07-21 00:42:51,8259273,pol5dqjs32hm82v2slt9drop3h-0,5364220,735,12
21493866,5024396,2023-06-24,2023-07-23,2,1571121106,2023-07-21,2023-07-21 00:10:03,5024396,v1a85sniatem4m8k7ovmksgqbu-0,1646367,735,12
21493888,14400834,2023-06-24,2023-07-23,2,1571127557,2023-07-21,2023-07-21 00:28:44,14400834,i9ietcq07g40k5o39sbmmsj9ts-0,6461403,40,12
21494658,12036552,2023-06-24,2023-07-23,2,1571119593,2023-07-21,2023-07-21 00:05:19,12036552,5lgfapdm4kfadjs8vb0s7rnnjl-0,6705292,40,12
21494658,12036552,2023-06-24,2023-07-23,2,1571119800,2023-07-21,2023-07-21 00:05:58,12036552,5lgfapdm4kfadjs8vb0s7rnnjl-0,6261500,40,12
21494658,12036552,2023-06-24,2023-07-23,2,1571120091,2023-07-21,2023-07-21 00:06:53,12036552,5lgfapdm4kfadjs8vb0s7rnnjl-0,5060326,40,12
21494658,12036552,2023-06-24,2023-07-23,2,1571120261,2023-07-21,2023-07-21 00:07:28,12036552,5lgfapdm4kfadjs8vb0s7rnnjl-0,1937135,40,12
21495078,1061702,2023-06-24,2023-07-23,2,1571135894,2023-07-21,2023-07-21 00:53:42,1061702,hagin6goegkt63893tk2v31ajh-0,6160627,735,12
21495078,1061702,2023-06-24,2023-07-23,2,1571137237,2023-07-21,2023-07-21 00:58:09,1061702,hagin6goegkt63893tk2v31ajh-0,6573529,735,12
21496281,7867446,2023-06-24,2023-07-23,2,1571137092,2023-07-21,2023-07-21 00:57:38,7867446,3djqbjsok7ejue8um6r5f4buke-0,3531335,735,12
21496423,11220458,2023-06-24,2023-07-23,2,1571123961,2023-07-21,2023-07-21 00:18:45,11220458,093ce89o6rq5tnjemh9cuq6s9j-0,1896327,40,12
21497473,8741716,2023-06-24,2023-07-23,2,1571117965,2023-07-21,2023-07-21 00:00:10,8741716,5hi71904s258m4kmtdvurb5ovp-0,384211,735,12
21497473,8741716,2023-06-24,2023-07-23,2,1571117999,2023-07-21,2023-07-21 00:00:16,8741716,5hi71904s258m4kmtdvurb5ovp-0,6761108,735,12
21497473,8741716,2023-06-24,2023-07-23,2,1571118080,2023-07-21,2023-07-21 00:00:29,8741716,5hi71904s258m4kmtdvurb5ovp-0,3109305,735,12
21497473,8741716,2023-06-24,2023-07-23,2,1571118116,2023-07-21,2023-07-21 00:00:37,8741716,5hi71904s258m4kmtdvurb5ovp-0,2949255,735,12
21497720,4981982,2023-06-24,2023-07-23,2,1571131437,2023-07-21,2023-07-21 00:39:37,4981982,6cbkv00iioinc0uqivkh1na9ar-0,3709061,38,12
21497720,4981982,2023-06-24,2023-07-23,2,1571131612,2023-07-21,2023-07-21 00:40:12,4981982,6cbkv00iioinc0uqivkh1na9ar-0,3612077,38,12
21497720,4981982,2023-06-24,2023-07-23,2,1571131796,2023-07-21,2023-07-21 00:40:45,4981982,6cbkv00iioinc0uqivkh1na9ar-0,3710978,38,12
21498063,16032313,2023-06-24,2023-07-23,2,1571125728,2023-07-21,2023-07-21 00:23:39,16032313,jovaseakd1c3494rl7or5a8g1c-0,1954710,735,12
21498063,16032313,2023-06-24,2023-07-23,2,1571125817,2023-07-21,2023-07-21 00:23:54,16032313,jovaseakd1c3494rl7or5a8g1c-0,1954949,735,12
21504045,4576400,2023-06-24,2023-07-23,2,1571130759,2023-07-21,2023-07-21 00:37:46,4576400,2vu0dkk2gtbfvkmkdbvelkmj3o-0,6752417,735,12
21504165,4676483,2023-06-24,2023-07-23,2,1571137332,2023-07-21,2023-07-21 00:58:25,4676483,dl017toq1p90llodbib43pleeu-0,115163,245,12
21504276,10388442,2023-06-24,2023-07-23,2,1571121171,2023-07-21,2023-07-21 00:10:18,10388442,j3jtolks7cu87sm22jh1rsfdgt-0,1699522,735,12
21504313,3733810,2023-06-24,2023-07-23,2,1571122964,2023-07-21,2023-07-21 00:15:48,3733810,2bjlh8hdg96qam0k1r1vd521n1-0,1820065,40,12
21504313,3733810,2023-06-24,2023-07-23,2,1571126676,2023-07-21,2023-07-21 00:26:11,3733810,2bjlh8hdg96qam0k1r1vd521n1-0,1820094,40,12
21504319,2481033,2023-06-24,2023-07-23,2,1571120144,2023-07-21,2023-07-21 00:07:05,2481033,vlhi0ktn2ljbjo6pct9rojb0hj-0,1746625,735,12
21504608,4758243,2023-06-24,2023-07-23,2,1571126229,2023-07-21,2023-07-21 00:25:00,4758243,k2dqoujlktlopp0nuud4sgqujk-0,6734347,38,12
21504608,4758243,2023-06-24,2023-07-23,2,1571136637,2023-07-21,2023-07-21 00:56:11,4758243,k2dqoujlktlopp0nuud4sgqujk-0,6334776,38,12
21504945,508240,2023-06-24,2023-07-23,2,1571131235,2023-07-21,2023-07-21 00:39:02,508240,s7tot1c5oa9isnqgj39ik14nqj-0,574937,503,12
21504945,508240,2023-06-24,2023-07-23,2,1571131401,2023-07-21,2023-07-21 00:39:31,508240,s7tot1c5oa9isnqgj39ik14nqj-0,1489344,503,12
21504945,508240,2023-06-24,2023-07-23,2,1571132335,2023-07-21,2023-07-21 00:42:27,508240,s7tot1c5oa9isnqgj39ik14nqj-0,509073,503,12
21505124,3703313,2023-06-24,2023-07-23,2,1571120709,2023-07-21,2023-07-21 00:08:51,3703313,aju5q70eoojde9gslpij6t59tu-0,402030,40,12
21505124,3703313,2023-06-24,2023-07-23,2,1571127715,2023-07-21,2023-07-21 00:29:15,3703313,62pdv5tbvnmpjdg18cj274vhma-0,155482,40,12
21505416,6710370,2023-06-24,2023-07-23,2,1571120906,2023-07-21,2023-07-21 00:09:25,6710370,iq4ii695gotokbj2u60m2rm37a-0,1827396,40,12
21505449,15923068,2023-06-24,2023-07-23,2,1571136492,2023-07-21,2023-07-21 00:55:41,15923068,qqncua5go6v4n360i20hbgigtb-0,6765194,38,12
21505449,15923068,2023-06-24,2023-07-23,2,1571136591,2023-07-21,2023-07-21 00:56:01,15923068,qqncua5go6v4n360i20hbgigtb-0,6709062,38,12
21505558,5445446,2023-06-24,2023-07-23,2,1571128446,2023-07-21,2023-07-21 00:31:16,5445446,6104a6paio6m8mssb2j6h88e9k-0,1620608,735,12
21505558,5445446,2023-06-24,2023-07-23,2,1571130054,2023-07-21,2023-07-21 00:35:51,5445446,6104a6paio6m8mssb2j6h88e9k-0,2877009,735,12
21505558,5445446,2023-06-24,2023-07-23,2,1571130570,2023-07-21,2023-07-21 00:37:17,5445446,6104a6paio6m8mssb2j6h88e9k-0,5045491,735,12
21505558,5445446,2023-06-24,2023-07-23,2,1571130956,2023-07-21,2023-07-21 00:38:15,5445446,6104a6paio6m8mssb2j6h88e9k-0,1836478,735,12
21505558,5445446,2023-06-24,2023-07-23,2,1571131287,2023-07-21,2023-07-21 00:39:09,5445446,6104a6paio6m8mssb2j6h88e9k-0,1978074,735,12
21505558,5445446,2023-06-24,2023-07-23,2,1571131495,2023-07-21,2023-07-21 00:39:48,5445446,6104a6paio6m8mssb2j6h88e9k-0,1942041,735,12
21537348,13189135,2023-06-24,2023-07-23,2,1571134290,2023-07-21,2023-07-21 00:48:43,13189135,27qv9dq3sirjnos867p4qaf2f2-0,1718555,40,12
21541026,15151717,2023-06-24,2023-07-23,2,1571118220,2023-07-21,2023-07-21 00:00:56,15151717,u0pu1139o89nrkg1be85es97t6-0,6668745,38,12
21600746,8457446,2023-06-24,2023-07-23,2,1571127994,2023-07-21,2023-07-21 00:30:02,8457446,3fkrccmuisddflhmtqipq2lni9-0,1909739,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571127995,2023-07-21,2023-07-21 00:30:02,8457446,pssisfa18ro6nvj4ce296272kb-0,6381350,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571127996,2023-07-21,2023-07-21 00:30:02,8457446,1m3bdhptu2dnqqv6lgrmqho3pi-0,6389605,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571127997,2023-07-21,2023-07-21 00:30:02,8457446,17d4dp4phdu1i55sqevdamm6eq-0,4896341,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571128026,2023-07-21,2023-07-21 00:30:07,8457446,17d4dp4phdu1i55sqevdamm6eq-0,1909739,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571131017,2023-07-21,2023-07-21 00:38:26,8457446,ksm113rvffsvvq2r2p1k1i7ijm-0,1909739,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571131018,2023-07-21,2023-07-21 00:38:26,8457446,7omaa0hsrgf06slqusn8b66udv-0,6389605,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571131020,2023-07-21,2023-07-21 00:38:26,8457446,u8r8qt9mcnl3eh955ubh1v4ed1-0,4896341,735,12
21600746,8457446,2023-06-24,2023-07-23,2,1571131034,2023-07-21,2023-07-21 00:38:30,8457446,u8r8qt9mcnl3eh955ubh1v4ed1-0,1909739,735,12
21660620,11125173,2023-06-24,2023-07-23,2,1571124796,2023-07-21,2023-07-21 00:21:08,11125173,hou7miuhca71d0m6sivc0k0932-0,6683342,42,12
21660620,11125173,2023-06-24,2023-07-23,2,1571126437,2023-07-21,2023-07-21 00:25:33,11125173,hou7miuhca71d0m6sivc0k0932-0,6683344,42,12
21660620,11125173,2023-06-24,2023-07-23,2,1571126987,2023-07-21,2023-07-21 00:27:02,11125173,hou7miuhca71d0m6sivc0k0932-0,6773059,42,12
21858567,17828784,2023-07-16,2023-07-23,3,1571121715,2023-07-21,2023-07-21 00:11:58,17828784,f4iqq5i4odkdmit4ctfurp34th-0,2739873,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571122926,2023-07-21,2023-07-21 00:15:38,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6681464,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571123365,2023-07-21,2023-07-21 00:17:01,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6782139,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571123823,2023-07-21,2023-07-21 00:18:23,17828784,f4iqq5i4odkdmit4ctfurp34th-0,1747837,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571124370,2023-07-21,2023-07-21 00:19:54,17828784,f4iqq5i4odkdmit4ctfurp34th-0,1736713,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571124922,2023-07-21,2023-07-21 00:21:28,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6729204,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571125478,2023-07-21,2023-07-21 00:23:01,17828784,f4iqq5i4odkdmit4ctfurp34th-0,456869,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571126023,2023-07-21,2023-07-21 00:24:26,17828784,f4iqq5i4odkdmit4ctfurp34th-0,1411278,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571127017,2023-07-21,2023-07-21 00:27:08,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6455892,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571128304,2023-07-21,2023-07-21 00:30:51,17828784,f4iqq5i4odkdmit4ctfurp34th-0,4851298,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571131195,2023-07-21,2023-07-21 00:38:56,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6712538,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571132279,2023-07-21,2023-07-21 00:42:14,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6812459,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571132676,2023-07-21,2023-07-21 00:43:31,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6679881,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571132975,2023-07-21,2023-07-21 00:44:27,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6734347,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571133566,2023-07-21,2023-07-21 00:46:28,17828784,f4iqq5i4odkdmit4ctfurp34th-0,5503930,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571134272,2023-07-21,2023-07-21 00:48:40,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6692637,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571135325,2023-07-21,2023-07-21 00:51:54,17828784,f4iqq5i4odkdmit4ctfurp34th-0,6713250,503,12
21858567,17828784,2023-07-16,2023-07-23,3,1571136751,2023-07-21,2023-07-21 00:56:31,17828784,f4iqq5i4odkdmit4ctfurp34th-0,572567,503,12
21505781,5036774,2023-06-25,2023-07-24,2,1571128668,2023-07-21,2023-07-21 00:31:51,5036774,v2meglh2bp6gm5h2ip6pp3cck8-0,6744082,125,12
21505823,12197652,2023-06-25,2023-07-24,2,1571118030,2023-07-21,2023-07-21 00:00:21,12197652,g0iee7io88ttim6hkln8okqlgb-0,373989,735,12
21505823,12197652,2023-06-25,2023-07-24,2,1571118842,2023-07-21,2023-07-21 00:02:57,12197652,g0iee7io88ttim6hkln8okqlgb-0,6769966,735,12
21505871,1760427,2023-06-25,2023-07-24,2,1571133037,2023-07-21,2023-07-21 00:44:39,1760427,jchfug84nvr546eiamk5nbodv0-0,3128755,40,12
21505933,5565606,2023-06-25,2023-07-24,2,1571132152,2023-07-21,2023-07-21 00:41:51,5565606,8bognfta4q22umkgkulu35nlak-0,149084,41,12
21505933,5565606,2023-06-25,2023-07-24,2,1571132405,2023-07-21,2023-07-21 00:42:39,5565606,8bognfta4q22umkgkulu35nlak-0,120751,41,12
21506351,1063707,2023-06-25,2023-07-24,2,1571132276,2023-07-21,2023-07-21 00:42:14,1063707,hrlhfka4bee6efbcebugn7628d-0,5855996,735,12
21506351,1063707,2023-06-25,2023-07-24,2,1571136573,2023-07-21,2023-07-21 00:55:56,1063707,hrlhfka4bee6efbcebugn7628d-0,6723068,735,12
21506449,12817857,2023-06-25,2023-07-24,2,1571126946,2023-07-21,2023-07-21 00:26:57,12817857,h439nr5bjruaeufm7ukjuvml1e-0,1703455,735,12
21506451,14131139,2023-06-25,2023-07-24,2,1571130222,2023-07-21,2023-07-21 00:36:23,14131139,djgc4cc477ecl020m4u7hv2s4e-0,6574367,125,12
21506451,14131139,2023-06-25,2023-07-24,2,1571132819,2023-07-21,2023-07-21 00:43:59,14131139,djgc4cc477ecl020m4u7hv2s4e-0,2051355,125,12
21506692,15524751,2023-06-25,2023-07-24,2,1571131676,2023-07-21,2023-07-21 00:40:24,15524751,787unpukc8ed80se3sh5nbpq67-0,6851476,247,12
21506708,4317097,2023-06-25,2023-07-24,2,1571119659,2023-07-21,2023-07-21 00:05:30,4317097,258bk0dogplobet09d4pot6kfp-0,2283243,40,12
21506714,7129947,2023-06-25,2023-07-24,2,1571137429,2023-07-21,2023-07-21 00:58:42,7129947,mf4bcamq2nflrp91doeb7amu3p-0,6706898,735,12
21506716,487779,2023-06-25,2023-07-24,2,1571121932,2023-07-21,2023-07-21 00:12:42,487779,74qqc93rq1jmspac1tpntpa09c-0,6859907,735,12
21506716,487779,2023-06-25,2023-07-24,2,1571123330,2023-07-21,2023-07-21 00:16:57,487779,74qqc93rq1jmspac1tpntpa09c-0,6857440,735,12
21506830,9381323,2023-06-25,2023-07-24,2,1571132307,2023-07-21,2023-07-21 00:42:21,9381323,fmrljo4i68vg5b3djmhafks552-0,6334349,125,12
21506830,9381323,2023-06-25,2023-07-24,2,1571132608,2023-07-21,2023-07-21 00:43:18,9381323,fmrljo4i68vg5b3djmhafks552-0,130025,125,12
21506830,9381323,2023-06-25,2023-07-24,2,1571132744,2023-07-21,2023-07-21 00:43:45,9381323,fmrljo4i68vg5b3djmhafks552-0,128284,125,12
21506830,9381323,2023-06-25,2023-07-24,2,1571132865,2023-07-21,2023-07-21 00:44:07,9381323,fmrljo4i68vg5b3djmhafks552-0,2515091,125,12
21506952,16030129,2023-06-25,2023-07-24,2,1571127393,2023-07-21,2023-07-21 00:28:13,16030129,qkoqgjkurqv8ln273fsbsdmkkh-0,6710131,40,12
21507019,3624271,2023-06-25,2023-07-24,2,1571123931,2023-07-21,2023-07-21 00:18:40,3624271,9i36ksf1rqs0vb43v0lfulv5iu-0,1974199,243,12
21507119,58123,2023-06-25,2023-07-24,2,1571133442,2023-07-21,2023-07-21 00:46:01,58123,2k9j922ggo91idniekq4staev9-0,4325347,735,12
21507119,58123,2023-06-25,2023-07-24,2,1571133499,2023-07-21,2023-07-21 00:46:15,58123,2k9j922ggo91idniekq4staev9-0,6073450,735,12
21507119,58123,2023-06-25,2023-07-24,2,1571133684,2023-07-21,2023-07-21 00:46:50,58123,2k9j922ggo91idniekq4staev9-0,99303,735,12
21507119,58123,2023-06-25,2023-07-24,2,1571133781,2023-07-21,2023-07-21 00:47:11,58123,2k9j922ggo91idniekq4staev9-0,6814955,735,12
21507119,58123,2023-06-25,2023-07-24,2,1571134818,2023-07-21,2023-07-21 00:50:17,58123,2k9j922ggo91idniekq4staev9-0,4271518,735,12
21507202,1163309,2023-06-25,2023-07-24,2,1571118176,2023-07-21,2023-07-21 00:00:48,1163309,irokqf2j0vr3msmfapvs0ed7nc-0,6394140,38,12
21507265,5074000,2023-06-25,2023-07-24,2,1571129443,2023-07-21,2023-07-21 00:34:16,5074000,foaajrdgmqrkuiaevi4ku0opdh-0,6651986,735,12
21507271,1189950,2023-06-25,2023-07-24,2,1571128840,2023-07-21,2023-07-21 00:32:22,1189950,jfta0r4vi6u0s2q8h2nu6jf04c-0,6686059,40,12
21507271,1189950,2023-06-25,2023-07-24,2,1571133784,2023-07-21,2023-07-21 00:47:11,1189950,jfta0r4vi6u0s2q8h2nu6jf04c-0,6299820,40,12
21507458,3388720,2023-06-25,2023-07-24,2,1571124090,2023-07-21,2023-07-21 00:19:07,3388720,q2k1aqlqcs5nthc5hk6h7usieu-0,6522880,735,12
21507458,3388720,2023-06-25,2023-07-24,2,1571124483,2023-07-21,2023-07-21 00:20:14,3388720,q2k1aqlqcs5nthc5hk6h7usieu-0,1593907,735,12
21507542,3852281,2023-06-25,2023-07-24,2,1571122647,2023-07-21,2023-07-21 00:14:49,3852281,ldnucmmtip0s3ql7antbdvidju-0,59234,735,12
21507542,3852281,2023-06-25,2023-07-24,2,1571129019,2023-07-21,2023-07-21 00:32:56,3852281,ldnucmmtip0s3ql7antbdvidju-0,3936405,735,12
21507542,3852281,2023-06-25,2023-07-24,2,1571129194,2023-07-21,2023-07-21 00:33:32,3852281,ldnucmmtip0s3ql7antbdvidju-0,6735502,735,12
21508160,5162947,2023-06-25,2023-07-24,2,1571133907,2023-07-21,2023-07-21 00:47:34,5162947,fcgl109kqk7lkmahmuvl32psba-0,6777703,42,12
21508160,5162947,2023-06-25,2023-07-24,2,1571135342,2023-07-21,2023-07-21 00:51:57,5162947,3lf2nls8cjp2ppruq8hu896cko-0,6870190,42,12
21508357,13964645,2023-06-25,2023-07-24,2,1571132734,2023-07-21,2023-07-21 00:43:43,13964645,q4q9j6jpvkhjvkstmid6b2gsjd-0,167357,735,12
21508393,8198781,2023-06-25,2023-07-24,2,1571127066,2023-07-21,2023-07-21 00:27:17,8198781,s33cgus388ibj8fcn85bmo6sd3-0,1748323,735,12
21508393,8198781,2023-06-25,2023-07-24,2,1571128345,2023-07-21,2023-07-21 00:30:59,8198781,s33cgus388ibj8fcn85bmo6sd3-0,1932732,735,12
21508672,7975510,2023-06-25,2023-07-24,2,1571119827,2023-07-21,2023-07-21 00:06:02,7975510,2ojlck2c9l42dhg0tj9cs9me8r-0,60471,40,12
21508672,7975510,2023-06-25,2023-07-24,2,1571120615,2023-07-21,2023-07-21 00:08:33,7975510,2ojlck2c9l42dhg0tj9cs9me8r-0,132351,40,12
21508672,7975510,2023-06-25,2023-07-24,2,1571127407,2023-07-21,2023-07-21 00:28:17,7975510,2ojlck2c9l42dhg0tj9cs9me8r-0,58910,40,12
21508672,7975510,2023-06-25,2023-07-24,2,1571134410,2023-07-21,2023-07-21 00:49:02,7975510,2ojlck2c9l42dhg0tj9cs9me8r-0,88,40,12
21508672,7975510,2023-06-25,2023-07-24,2,1571135002,2023-07-21,2023-07-21 00:50:52,7975510,2ojlck2c9l42dhg0tj9cs9me8r-0,1518,40,12
21509014,11944164,2023-06-25,2023-07-24,2,1571135995,2023-07-21,2023-07-21 00:54:04,11944164,enmtaqvjgbsob90anlfp7h6qo0-0,2740032,40,12
21509337,2892136,2023-06-25,2023-07-24,2,1571135902,2023-07-21,2023-07-21 00:53:44,2892136,qg90t0a215kut7ncgrj2ktpmat-0,6553544,40,12
21509337,2892136,2023-06-25,2023-07-24,2,1571136055,2023-07-21,2023-07-21 00:54:17,2892136,qg90t0a215kut7ncgrj2ktpmat-0,1453560,40,12
21509337,2892136,2023-06-25,2023-07-24,2,1571136170,2023-07-21,2023-07-21 00:54:37,2892136,qg90t0a215kut7ncgrj2ktpmat-0,6218144,40,12
21509614,5597344,2023-06-25,2023-07-24,2,1571129898,2023-07-21,2023-07-21 00:35:27,5597344,ukql2r3nmet5psnmnv130jvhli-0,6784404,40,12
21509810,2332580,2023-06-25,2023-07-24,2,1571118072,2023-07-21,2023-07-21 00:00:28,2332580,7sb2fgpvr8lkmk7nrqc6t17rha-0,6008757,781,12
21510163,4462559,2023-06-25,2023-07-24,2,1571118315,2023-07-21,2023-07-21 00:01:18,4462559,f4q0dumq59odvs7fb6i88gt9v4-0,6732354,40,12
21510624,11134999,2023-06-25,2023-07-24,2,1571120831,2023-07-21,2023-07-21 00:09:14,11134999,up6n3ej1m8tt9onj6es205lijo-0,1436670,735,12
21511413,1184459,2023-06-25,2023-07-24,2,1571133331,2023-07-21,2023-07-21 00:45:37,1184459,kfb5abuticpjskbdsp4ii5rkgu-0,6146089,40,12
21511413,1184459,2023-06-25,2023-07-24,2,1571133697,2023-07-21,2023-07-21 00:46:53,1184459,kfb5abuticpjskbdsp4ii5rkgu-0,2935888,40,12
21511618,17145059,2023-06-25,2023-07-24,2,1571128002,2023-07-21,2023-07-21 00:30:02,17145059,2mhh24v5udps6kdlktf5g039i1-0,6780084,125,12
21511618,17145059,2023-06-25,2023-07-24,2,1571131144,2023-07-21,2023-07-21 00:38:50,17145059,2mhh24v5udps6kdlktf5g039i1-0,2607615,125,12
21511618,17145059,2023-06-25,2023-07-24,2,1571134118,2023-07-21,2023-07-21 00:48:10,17145059,2mhh24v5udps6kdlktf5g039i1-0,5486225,125,12
21511618,17145059,2023-06-25,2023-07-24,2,1571134591,2023-07-21,2023-07-21 00:49:38,17145059,2mhh24v5udps6kdlktf5g039i1-0,6268192,125,12
21511618,17145059,2023-06-25,2023-07-24,2,1571135119,2023-07-21,2023-07-21 00:51:13,17145059,2mhh24v5udps6kdlktf5g039i1-0,6711187,125,12
21511618,17145059,2023-06-25,2023-07-24,2,1571135496,2023-07-21,2023-07-21 00:52:26,17145059,2mhh24v5udps6kdlktf5g039i1-0,4548733,125,12
21511825,9174209,2023-06-25,2023-07-24,2,1571119219,2023-07-21,2023-07-21 00:04:06,9174209,1mmq610qgp3h9qhdgf7bamo9vu-0,6507308,41,12
